,source,title,is_clickbait
0,carbonated.tv,Saudi Arabia Also Arrests Woman Who Had Breakfast With Male Coworker,1
1,carbonated.tv,"Israel PM Echoes Hitler: The Weak Are Slaughtered, Erased From History",0
2,carbonated.tv,Teen Shot By Cop Said In Poem: ‘I Want My Mom To Never Feel That Pain',1
3,carbonated.tv,GOP Lawmaker Crudely Jokes About RBG Being Groped By Abraham Lincoln,0
4,carbonated.tv,Park Worker Tries To Frame Driver In Hit-And-Run In A Bizarre 911 Call,0
5,carbonated.tv,How Does Trump's Tax Cut Affect The Average American?,1
6,carbonated.tv,Trump Wanted To 'Kill' Assad And Other Wild Revelations From ‘Fear’,0
7,carbonated.tv,Trump Is Worried Democrats Will 'Raid' Socialism To Pay For Socialism,0
8,carbonated.tv,NRA TV Puts KKK White Hoods On Cartoon Trains In Rant About Diversity,0
9,carbonated.tv,ICE Allegedly Tortures Woman Who Accused Agents Of Sexual Assault,0
10,carbonated.tv,Kuwaiti Star Under Fire For Saying House Help Should Not Get Days Off,0
11,carbonated.tv,‘Stable Genius’ Trump Doesn’t Even Know US Has Been Using Hydropower,1
12,carbonated.tv,"In 2015, Brett Kavanaugh Made A Problematic Joke About His School Days",1
13,carbonated.tv,H&M Showed A Black Child Wearing ‘Coolest Monkey In The Jungle’ Shirt,1
14,carbonated.tv,Senate Republicans Release Letter Slut-Shaming Julie Swetnick,0
15,carbonated.tv,Lebanon Will Not Be Showing ‘The Nun’ Movie On Cinemas,0
16,carbonated.tv,Could Trump Face Criminal Charges Over Lawyer's Confession?,0
17,carbonated.tv,Sarah Sanders’ Defense Of Trump’s Lies Really Knows No Bounds,1
18,carbonated.tv,Here's Why Trump’s Lawyers Don’t Want Him To Talk To Robert Mueller,1
19,carbonated.tv,Trump Said All Haitian Immigrants Have AIDS In Immigration Meeting,0
20,carbonated.tv,Which Senior Trump Official Penned The New York Times Anonymous Op-Ed?,1
21,carbonated.tv,Video Of Saudi Men Harassing Abaya-Clad Women In Jeddah Sparks Outrage,0
22,carbonated.tv,Canadian Racer’s Car Went Flying In Air In Pieces After IndyCar Crash,0
23,carbonated.tv,9-Year-Old Kicks Off Australia's Anthem Protests For Indigenous People,0
24,carbonated.tv,Air Traffic Controller Sacrifices His Life To Guide Passenger Jet,0
25,carbonated.tv,Donald Trump’s USMCA Deal Is Essentially NAFTA With A New Name,0
26,carbonated.tv,Lebanese Policewomen Dressed In Mini Shorts To ‘Attract Tourists’,0
27,carbonated.tv,Twitter Is Not Buying Ivanka’s Defense Of US’ Breastfeeding Policy,0
28,carbonated.tv,Teacher Calls Black People ‘Animals’ In Racist Post About Kaepernick,1
29,carbonated.tv,Ocasio-Cortez Calls Out TV Host Who Tried To Discredit Her Upbringing,1
30,carbonated.tv,MSD Students Protest Clear Backpacks With A Poignant Price Tag,0
31,carbonated.tv,Delta Calls Cops On Black Customer Who Wanted To Speak To A Manager,0
32,carbonated.tv,Nevada Woman Lay Dead In Cell For 6 Hours After Suffering Seizures,0
33,carbonated.tv,"Trump To Sean Hannity: There Was No Collusion, Because Putin Said So",1
34,carbonated.tv,Trump Mocks A Dying War Hero & An Ex-President Who Just Lost His Wife,1
35,carbonated.tv,Convicted Pedophile Re-Elected As Fire Chief After Mayor’s Endorsement,0
36,carbonated.tv,Fox 4 News Under Fire For Smearing Character Of Police Shooting Victim,0
37,carbonated.tv,Cop Pulls Gun On Black Teens After 911 Caller Lies They Have A Weapon,0
38,carbonated.tv,Immigrant Children Kept In Cages At 'Dog Kennel' Detention Center,0
39,carbonated.tv,"Meet Andrew Gillum, Who Could Be Florida’s First Black Governor",1
40,carbonated.tv,Protests Erupt At Starbucks After Men Arrested For Sitting While Black,0
41,carbonated.tv,Is Florida Shooting Suspect A Trump Supporter?,0
42,carbonated.tv,Levi Strauss’ CEO Reveals Plan To Fight Gun Violence In America,0
43,carbonated.tv,Michelle Wolf Said Sarah Sanders Is Like ‘Aunt Lydia’ — Is She?,1
44,carbonated.tv,Here’s How Celebrities Are Responding To Trump’s ‘Fake News Awards’,1
45,carbonated.tv,‘Women For Trump’ Cheer As Trump Mocks Christine Blasey Ford,0
46,carbonated.tv,7-Year-Old Girl In India Allegedly Raped By Neighbor,0
47,carbonated.tv,Fox News Shames Ex-Cosby Star For Bagging Groceries At Trader Joe’s,0
48,carbonated.tv,Why Did Israel Send 30 Troops To Arrest A Teen Palestinian Girl?,1
49,carbonated.tv,Oakland Holds Massive Barbecue After Woman Calls Cops On Black Family,0
50,carbonated.tv,"Melania Trump Is Reportedly ‘Really, Really Unhappy In Her Life’",1
51,carbonated.tv,US Coast Guard Member Accused Of Making ‘White Power’ Sign On Live TV,0
52,carbonated.tv,WATCH: Sacha Baron Cohen Tries To Get OJ Simpson To Confess To Murder,0
53,carbonated.tv,Tucker Carlson And Michael Avenatti’s Interview Was A Nightmare,1
54,carbonated.tv,Parkland Shooter’s Brother Arrested For Trespassing At Stoneman High,0
55,carbonated.tv,Virginia Newspaper Runs KKK Recruitment Ad On Its Front Page,0
56,carbonated.tv,Dying Man’s Craigslist Ad Connects Him With Perfect Kidney Donor,0
57,carbonated.tv,"'Who Is America?' Proposes A Mosque In An Arizona Town, Bigotry Ensues",0
58,carbonated.tv,Video Shows George Lopez Pretend To Urinate On Trump’s Hollywood Star,0
59,carbonated.tv,Draymond Green Smiles As He Poses With Guns That Killed Palestinians,0
60,carbonated.tv,"Walmart Employee Caught Stealing $10,000 In Lottery Tickets",0
61,carbonated.tv,White Contractor Follows Black Man To Tell Him He Was A ‘Rude Ni****’,1
62,carbonated.tv,Racist Man Stops Black Woman From Entering Her Gated Community,1
63,carbonated.tv,Senator Confirms Trump Made 'Shithole' Remark,0
64,carbonated.tv,The Definitive Proof That CNN’s Don Lemon Has Always Been An Idiot,1
65,carbonated.tv,Woman Who Loved Washington Left $1M Donation To Its National Parks,0
66,carbonated.tv,Jury Awards 4 Cents To Family Of Black Man Shot To Death By Deputy,0
67,carbonated.tv,10-Year-Old Commits Suicide After Fight With Bully Was Posted Online,0
68,carbonated.tv,‘Hail Trump’: White Woman Spray Paints Racial Slurs On Neighbor's Home,0
69,carbonated.tv,Reporter Says Immigrant Children In Mega-Shelter Are 'Incarcerated',0
70,carbonated.tv,Racist Image Of Meghan Markle Gets GOP Candidate Kicked Off Twitter,0
71,carbonated.tv,11 Ex-Cons Who Made It To Hollywood,1
72,carbonated.tv,"So Far, GOP’s Response To Kavanaugh Allegations Has Been Appalling",1
73,carbonated.tv,"White Man’s Letter Admits Setting Black Man On Fire, Cites The Bible",0
74,carbonated.tv,Israeli Citizens Watch As Their Military Attacks Unarmed Palestinians,0
75,carbonated.tv,"JetBlue Pilot Sends Wrong Message, Signaling Hijacking Attempt",0
