,source,title,is_clickbait
0,thestandard.com.hk,Ping An income falls 7pc,0
1,thestandard.com.hk,(NBA) Klay Thompson sets new 3-point record,0
2,thestandard.com.hk,IKEA loses Beijing appeal over injuries caused by exploding mug,0
3,thestandard.com.hk,(Soccer) Real Madrid sack Lopetegui as coach,0
4,thestandard.com.hk,HK Electric energy efficiency fund rises to HK$25m,0
5,thestandard.com.hk,"Former police call handler admits HK$613,000 bribes",0
6,thestandard.com.hk,New Peking uni head is ex-state spy agency official,0
7,thestandard.com.hk,Nine die in Italy storms,0
8,thestandard.com.hk,No-go for ASEAN-China talks,0
9,thestandard.com.hk,China Telecom does well,0
10,thestandard.com.hk,China Tech boss says anti-graft agency investigating Hung Hom station scandal,0
11,thestandard.com.hk,(Lion Air crash) Boeing sends investigators,0
12,thestandard.com.hk,"HK, Zhuhai, and Macau to sort out bridge buses",0
13,thestandard.com.hk,"Jin Yong, author of tales of chivalry and martial arts, dies at 94",0
14,thestandard.com.hk,Eurozone growth crawls to four-year low,0
15,thestandard.com.hk,Porsche nine-month sales rise to 17.5b euros,0
16,thestandard.com.hk,Integrated Device Tech reports US$35m earnings,0
17,thestandard.com.hk,Outrage over sale of spray-painted turtles,0
18,thestandard.com.hk,BOCHK slips but parent gains,0
19,thestandard.com.hk,Chan Kin-por faces heat over Lantau offshore reclamation bias,0
20,thestandard.com.hk,China Tech cites many issues at Hung Hom station,0
21,thestandard.com.hk,Tragedy can't stop crude politicking,0
22,thestandard.com.hk,SJM Holdings nine-month net jumps to HK$2.2b,0
23,thestandard.com.hk,Reports say Hang Seng Management College granted university status,0
24,thestandard.com.hk,"HSBC Life consolidates lead, launches genetics-based plan",0
25,thestandard.com.hk,"Couple who blocked bus given service order, probation",0
26,thestandard.com.hk,Market cheers US$5.9b HSBC profit,0
27,thestandard.com.hk,German jobless ranks shrink to 2.2 million,0
28,thestandard.com.hk,Five Afghan Taliban freed from US military prison now in Qatar,0
29,thestandard.com.hk,Witches afloat,0
30,thestandard.com.hk,One more body recovered from Chongqing bus tragedy site,0
31,thestandard.com.hk,Hang Seng Management College elevated to university status,0
32,thestandard.com.hk,Ko tipped to head Hospital Authority,0
33,thestandard.com.hk,Chinese memory chip maker Fujian Jinhua banned from buying US parts,0
34,thestandard.com.hk,Japanese steelmaker ordered to pay four Koreans for forced labor,0
35,thestandard.com.hk,Australian actor John Jarratt charged with rape,0
36,thestandard.com.hk,(Lion Air crash) Technical issues delayed Sunday flight,0
37,thestandard.com.hk,(Geoffrey Rush trial) Actress accuses actor of touching her breast,0
38,thestandard.com.hk,"Bentley sales drop in first nine months, Volkswagen says",0
39,thestandard.com.hk,21 bodies retrieved from Shandong coal mine,0
40,thestandard.com.hk,Mother held for leaving infant at hospital,0
41,thestandard.com.hk,"Midland Realty sheds 10 agents, 35 sent on unpaid leave",0
42,thestandard.com.hk,British woman charged with murder of husband in Malaysia,0
43,thestandard.com.hk,Sony quarterly profit climbs by 32pc,0
44,thestandard.com.hk,(Lion Air crash) Passenger recalls horror of an earlier flight,0
45,thestandard.com.hk,Disabled youths center shift denounced,0
46,thestandard.com.hk,Honda books US$1.9b profit for quarter,0
47,thestandard.com.hk,Switch console sales boost Nintendo quarterly profit,0
48,thestandard.com.hk,Matthew Cheung calls on Cathay Pacific to cooperate with data breach inquiry,0
49,thestandard.com.hk,Volkswagen sticks to annual sales target,0
50,thestandard.com.hk,Chinese shares higher,0
51,thestandard.com.hk,"Hang Seng drops at close, Tencent tumbles by 3pc",0
52,thestandard.com.hk,Learning the fun way,1
53,thestandard.com.hk,BEA sells Indonesian bank stake,0
54,thestandard.com.hk,"You've got chills, they're multiplying",1
55,thestandard.com.hk,On November's bookshelf,0
56,thestandard.com.hk,Beyond the boundaries,0
57,thestandard.com.hk,Prosecutors meet over Khashoggi,0
58,thestandard.com.hk,Discrimination and inclusion are twins,1
59,thestandard.com.hk,UK to impose digital tax on leading tech players,0
60,thestandard.com.hk,Istanbul Airport poised to become Asia-Europe hub,0
61,thestandard.com.hk,More units go on the market,0
62,thestandard.com.hk,Merkel ready for role change,0
63,thestandard.com.hk,Marriott makes a splash with Ocean Park debut,0
64,thestandard.com.hk,"Rising oil prices to slow economic growth, drive consumer prices higher",0
65,thestandard.com.hk,Europe not on cruise control,0
66,thestandard.com.hk,"China condemned for backtracking on tiger, rhino parts trade",0
67,thestandard.com.hk,Angela Merkel gives up party leadership,0
68,thestandard.com.hk,"China imposes duties on US, Malaysian ethanolamines shipments",0
69,thestandard.com.hk,Comfy debut for Fullwealth IPO,0
70,thestandard.com.hk,Hefty takings in cheap scary thrills,0
71,thestandard.com.hk,Australia-bound HK air mail drugs seized in joint operations,0
72,thestandard.com.hk,Quake strikes New Zealand's North Island,0
73,thestandard.com.hk,Dow reverses early gains into a loss,0
74,thestandard.com.hk,"Hang Seng dips at break, Cathay Pacific shares rise",0
75,thestandard.com.hk,(Lion Air crash) Relatives hope to recover remains,0
76,thestandard.com.hk,New Istanbul Airport opens for flights,0
77,thestandard.com.hk,US September consumer spending ticks up,0
78,thestandard.com.hk,Look of horror,1
79,thestandard.com.hk,Shades of African sunset,0
80,thestandard.com.hk,Benefit's facelift,0
81,thestandard.com.hk,US dollar firmer versus major currencies,0
82,thestandard.com.hk,"US deploys 5,200 troops to border ahead of migrant arrivals",0
83,thestandard.com.hk,HK stocks in negative column,0
84,thestandard.com.hk,(Lion Air crash) 42 bodies recovered,0
85,thestandard.com.hk,15 still missing from Chongqing bus tragedy,0
86,thestandard.com.hk,Report slams Aussie arrogance,0
87,thestandard.com.hk,Brilliant Boston win World Series crown,0
88,thestandard.com.hk,Trump plans tent cities to hold asylum-seekers,0
89,thestandard.com.hk,Cavaliers dump Lue,0
90,thestandard.com.hk,The party's over for born-again Boracay,0
91,thestandard.com.hk,(Tennis) Video review technology to be tried out at Next Gen ATP Finals,0
92,thestandard.com.hk,(NBA) LeBron James rocks Staples Center with triple double,0
93,thestandard.com.hk,(Golf) Finau overcomes wild break to lead HSBC Champions,0
94,thestandard.com.hk,Singapore Listed Developer launches a stand-out residential development in the heart of Kuala Lumpur,0
95,thestandard.com.hk,"American Airlines books third quarter profit of US$341m, record revenue",0
96,thestandard.com.hk,Price rises at just the right time as Red Sox beat Dodgers again,0
97,thestandard.com.hk,Trump says he’s being blamed for mail bombs in tweet,0
98,thestandard.com.hk,People's Bank of China official promises to ensure yuan stability,0
99,thestandard.com.hk,Cathay Pacific ordered to cooperate with privacy chief on 9.4m personal data theft,0
